,Name,Address,Upřesnění polohy,Telefon,Příjem,Cena za samoodběr,Způsob rezervace,Odkaz na rezervační systém,DRIVE-IN,Calendar
349,Teplice - Trnovany MUDr. Košťál - odběrové místo Masarykova třída,"Masarykova třída 1803, 415 01 Teplice - Trnovany","vedle bankomatu ČS, u zastávky",739103890,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covid-teplice.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
350,"VIDIA DIAGNOSTIKA, odběrové místo Děčín","Oblouková 638/21, 405 02 Děčín",parkoviště u Zimního stadionu,722971283,Osoby se žádankou i samoplátce,,Přes webové stránky,,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
351,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Chomutov","Mostecká ul, 430 01 Chomutov",parkoviště u zimního a fotbalového stadionu,+420607302127,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidchomutov.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
352,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Litoměřice","Písečný ostrov 1928/1, 41201 Litoměřice",parkoviště Letní koupaliště,722970291,Osoby se žádankou i samoplátce,,online,,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
353,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Litvínov","Ul. Žižkova, 436 01 Litvínov",Parkoviště,722975455,Osoby se žádankou i samoplátce,,online,,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
354,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Most","Rudolická, 434 01 Most",parkoviště u zimního  stadionu,+420607302127,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidmost.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
355,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Ústí nad Labem","Masarykova ul., 400 01 Ústí nad Labem","Masarykova ul., 400 01 Ústí nad Labem",+420607302127,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidusti.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
356,Zdravotní ústav se sídlem v Ústí nad Labem,Prokopa Diviše 1316/3  400 01 Ústí nad Labem-centrum,https://mapy.cz/zakladni?x=14.0316995&y=50.6632365&z=17&source=addr&id=8888604,477751133,Osoby se žádankou i samoplátce,,elektronicky https://www.zuusti.cz/covid-19-testovani-a-ockovani/,www.zuusti.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita10 z 80     Čt 2.9.   Volná kapacita 78 z 80     Pá 3.9.   Volná kapacita 76 z 80     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 76 z 80
357,IFCOR Jihlava - odběrové místo,"Seifertova 59, 586 01 Jihlava",,,Osoby se žádankou i samoplátce,,Přes webové stránky,www.ifcor.cz,Ne,Út 31.8.   Volná kapacita 50 z 60     St 1.9.   Volná kapacita 60 z 60     Čt 2.9.   Volná kapacita 59 z 60     Pá 3.9.   Volná kapacita 60 z 60     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 60 z 60
358,Medical testing s.r.o. - odběrové místo Jihlava Křížová,"Jihlava, Křížová 189/1",Parcelní číslo 189/1,,Osoby se žádankou i samoplátce,,vlastní systém,covidpass.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
359,"MeDiLa spol. s r.o., odběrové místo Drive-in Žďár nad Sázavou - odběrové místo","Jungmannova 1496, 59101 Žďár nad Sázavou",za sportovní halou,+420800400280,Osoby se žádankou i samoplátce,,"Přes webové stránky, Rezervační systém",reservatic.com,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
360,"Nemocnice Havlíčkův Brod, příspěvková organizace","Husova 2624, 58001 Havlíčkův Brod",hlavní nemocniční parkoviště na Rozkošské ulici,703863153,Osoby se žádankou i samoplátce,,na webových stránkách,odbery.kr-vysocina.cz,Ano,Út 31.8.   Volná kapacita3 z 165     St 1.9.   Volná kapacita 116 z 165     Čt 2.9.   Volná kapacita 112 z 165     Pá 3.9.   Volná kapacita 111 z 165     So 4.9.   Zavřeno     Ne 5.9.   Volná kapacita 60 z 104     Po 6.9.   Volná kapacita 137 z 165
361,"Nemocnice Jihlava, příspěvková organizace","Vrchlického 59, 58601 Jihlava",Odběrový stan - vlevo od hlavního parkoviště,703847261,Osoby se žádankou i samoplátce,,telefonicky na: 564 602 604 nebo e-mailem: odbery@kr-vysocina.cz,odbery.kr-vysocina.cz,Ano,Út 31.8.   Volná kapacita59 z 260     St 1.9.   Volná kapacita 200 z 260     Čt 2.9.   Volná kapacita 217 z 260     Pá 3.9.   Volná kapacita 181 z 260     So 4.9.   Volná kapacita 196 z 260     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 239 z 260
362,Nemocnice Nové Město na Moravě p.o. - Odb.místo,"Žďárská 610, 592 31 Nové Město na Moravě","Rovně od hlavní brány, parkoviště před infekční ambulancí.",733696399,Osoby se žádánkou (od lékaře/KHS),,na tel. 564602602,odbery.kr-vysocina.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 50 z 84     Čt 2.9.   Maximální kapacita     Pá 3.9.   Volná kapacita 55 z 84     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 73 z 84
363,"Nemocnice Pelhřimov, příspěvková organizace","Slovanského bratrství 710, 393 01 Pelhřimov",parkoviště před hlavní lůžkovou budovou,565355102,Osoby se žádankou i samoplátce,,na webových stránkách,odbery.kr-vysocina.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita25 z 90     Čt 2.9.   Maximální kapacita     Pá 3.9.   Volná kapacita 57 z 90     So 4.9.   Zavřeno     Ne 5.9.   Volná kapacita 67 z 90     Po 6.9.   Volná kapacita 73 z 90
364,"Nemocnice Třebíč, CL",Purkyňovo nám. 133/2 67401 Třebíč,"areál nemocnice, parkoviště u budovy N, vjezd do areálu zadní branou z ulice Janáčkovo Stromořadí",604208417,Osoby se žádankou i samoplátce,,na webových stránkách,odbery.kr-vysocina.cz,Ano,Út 31.8.   Volná kapacita11 z 75     St 1.9.   Zavřeno     Čt 2.9.   Volná kapacita 48 z 75     Pá 3.9.   Volná kapacita13 z 75     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 50 z 75
365,"PREVEDIG medical, s.r.o. - Odběrové místo Jihlava",na prostranství vedle Městského vlakového nádraží Jihlava,,270005753,Osoby se žádankou i samoplátce,,Přes webové stránky,www.prevedig.cz,Ne,Út 31.8.   Volná kapacita 72 z 80     St 1.9.   Volná kapacita 79 z 80     Čt 2.9.   Volná kapacita 80 z 80     Pá 3.9.   Volná kapacita 79 z 80     So 4.9.   Volná kapacita 40 z 40     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 80 z 80
366,Renturi s.r.o. - odběrové místo STOP SHOP Třebíč,"Spojovací 1345, Třebíč,  674 01",Parkoviště naproti Expert Elektra,,Samoplátce,,Reservatic,reservatic.com,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
367,"Vysočinské nemocnice s.r.o. - odběrové místo Humpolec, 5. května 319 Humpolec",5. května 319 Humpolec,Vstup recepcí,725857120,Osoby se žádankou i samoplátce,,online,reservatic.com,Ne,Út 31.8.   Volná kapacita 573 z 618     St 1.9.   Volná kapacita 603 z 618     Čt 2.9.   Volná kapacita 585 z 618     Pá 3.9.   Volná kapacita 192 z 216     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 606 z 618
368,"Vysočinské nemocnice s.r.o. - odběrové místo Ledeč nad Sázavou, Habrecká 450, 58401 Ledeč nad Sázavou","Habrecká 450, 58401 Ledeč nad Sázavou",Budova Polikliniky z vnitřního nádvoří,+420565501316,Osoby se žádankou i samoplátce,,online,reservatic.com,Ne,Út 31.8.   Volná kapacita 630 z 654     St 1.9.   Volná kapacita 648 z 654     Čt 2.9.   Volná kapacita 645 z 654     Pá 3.9.   Volná kapacita 294 z 306     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 651 z 654
369,Aquapark Uherské Hradiště,"Sportovní 1214, 686 01 Uherské Hradiště",Aquapark,,Osoby se žádankou i samoplátce,,Není nutná rezervace.,www.mediskont.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
370,"COVID TEST Zlín - odběrové místo U Tescomy, U Tescomy 131,76001 Zlín","U Tescomy 131,76001 Zlín",Zlín-Příluk-průmyslová zona,778110057,Osoby se žádankou i samoplátce,,online,www.covidtestzlín.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
371,"EMA Emergency,s.r.o. - OC Centro Zlín-Malenovice","3.května 1170 , 76302 Zlín 4 -Malenovice",Parkoviště před CENTRO Zlín-Malenovice,732614950,Osoby se žádankou i samoplátce,,Web,rezervace.aeskulab.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
372,IFCOR Uherské Hradiště - odběrové místo,"Verbířská 1286, 686 01 Uherské Hradiště",,518326865,Osoby se žádankou i samoplátce,,Přes webové stránky,www.ifcor.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
373,"Krajská nemocnice T.Bati, a. s.","Havlíčkovo nábřeží 600, 762 75 Zlín",Drive-in - parkoviště za budovou ZZS,,Osoby se žádankou i samoplátce,,online objednání,,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
374,Kroměřížská nemocnice a.s.,Havlíčkova 660/69 767 01 Kroměříž,"PCR i Ag testy - Budova F, zadní trakt budovy ředitelství",573322473,Osoby se žádankou i samoplátce,,Přes webové stránky,,Ne,Út 31.8.   Volná kapacita 8 z 10     St 1.9.   Volná kapacita 8 z 10     Čt 2.9.   Volná kapacita 8 z 10     Pá 3.9.   Volná kapacita 7 z 10     So 4.9.   Maximální kapacita     Ne 5.9.   Maximální kapacita     Po 6.9.   Volná kapacita 10 z 10
375,Kroměřížská nemocnice a.s. - odběrové místo Výstaviště Floria,"K Výstavišti 4069/8, 767 01 Kroměříž",Výstaviště Kroměříž,739671503,Osoby se žádánkou (od lékaře/KHS),,,www.nem-km.cz,Ano,Út 31.8.   Volná kapacita4 z 184     St 1.9.   Volná kapacita84 z 184     Čt 2.9.   Volná kapacita80 z 184     Pá 3.9.   Volná kapacita36 z 184     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 112 z 184
376,Městská poliklinika Otrokovice - odběrové místo,"Třída osvobození 1388, 765 02 Otrokovice",Budova A – přízemí vchod od parkoviště,739408931,Samoplátce,,Reservatic,reservatic.com,Ne,Út 31.8.   Volná kapacita14 z 72     St 1.9.   Volná kapacita 44 z 72     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 64 z 88     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 54 z 80
377,Mobilní zdravotní sestra - odběrové místo Valašské Meziříčí,"Zdeňka Fibicha 287, 757 01 Valašské Meziříčí",,,,,telefonicky,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
378,Nemocnice Valašské Meziříčí - odběrové místo,"U Nemocnice 980, 757 01, Valašské Meziříčí","blok C - 2. patro, uvnitř nemocnice",571758605,Osoby se žádankou i samoplátce,,Pro samoplátce – on-line,www.agellab.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
379,"Uherskohradišťská nemocnice a. s., odběrové místo","J. E. Purkyně 365, 686 06 Uherské Hradiště",areál nemocnice,724631022,Osoby se žádankou i samoplátce,,Přes webové stránky,ambulance.nemuh.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
380,"Vaše laboratoře s.r.o., Zlín - odběrové místo",Tř. T. Bati 3910,po levé straně budovy,739408931,Osoby se žádánkou (od lékaře/KHS),,Reservatic,reservatic.com,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 52 z 72     Čt 2.9.   Volná kapacita30 z 72     Pá 3.9.   Volná kapacita 42 z 72     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 66 z 72
381,"Vsetínská nemocnice, a.s., odběrové místo","Nemocniční 955, 755 01 Vsetín",infekční ambulance,571818384,Osoby se žádánkou (od lékaře/KHS),,online webová aplikace,nemocnice-vs.cz,Ne,Út 31.8.   Volná kapacita3 z 8     St 1.9.   Volná kapacita 16 z 18     Čt 2.9.   Volná kapacita 17 z 18     Pá 3.9.   Volná kapacita 18 z 18     So 4.9.   Volná kapacita 6 z 6     Ne 5.9.   Volná kapacita 6 z 6     Po 6.9.   Volná kapacita 17 z 18
